,Season,Age,Squad,Country,Comp,LgRank,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
0,2014-2015,26,"('Belenenses', '/en/squads/19dc476f/2014-2015/c32/Belenenses-Stats-Primeira-Liga')","('POR', '/en/country/POR/Portugal-Football')","('Primeira Liga', '/en/comps/32/2014-2015/2014-2015-Primeira-Liga-Stats')",6th,0.3,0,,1,,,3.21,,0.00,,0,0,"('Matches', '/en/players/de2e1e72/matchlogs/2014-2015/summary/Adilson-Match-Logs')"
